Id,Predicted
75823,0.5109992592592595
75825,0.48681212778652005
75858,0.48681212778652005
75860,0.48681212778652005
75906,0.5109992592592595
75923,0.5109992592592595
75940,0.5109992592592595
75957,0.5109992592592595
75971,0.4845941303932538
75974,0.5109992592592595
75991,0.5109992592592595
76006,0.4845941303932538
76008,0.5109992592592595
76041,0.5109992592592595
76076,0.5109992592592595
76152,0.43241312696133405
76154,0.43241312696133405
76161,0.5109992592592595
76178,0.5109992592592595
76189,0.43241312696133405
76195,0.5109992592592595
76212,0.5109992592592595
76224,0.4845941303932538
76229,0.5109992592592595
76246,0.5109992592592595
76259,0.4845941303932538
76329,0.48681212778652005
76350,0.48681212778652005
76364,0.48681212778652005
76399,0.5109992592592595
76442,0.4845941303932538
76475,0.43241312696133405
76477,0.43241312696133405
76515,0.5109992592592595
76582,0.4845941303932538
76586,0.48681212778652005
76617,0.48681212778652005
76688,0.48681212778652005
76765,0.43241312696133405
76773,0.48681212778652005
76870,0.4845941303932538
76875,0.48681212778652005
76937,0.4845941303932538
76960,0.48681212778652005
76975,0.5109992592592595
76977,0.48681212778652005
77062,0.48681212778652005
77128,0.48681212778652005
77147,0.48681212778652005
77158,0.4845941303932538
77164,0.48681212778652005
77643,0.43241312696133405
77660,0.43241312696133405
77677,0.43241312696133405
77694,0.43241312696133405
77711,0.43241312696133405
77728,0.43241312696133405
77745,0.43241312696133405
77762,0.43241312696133405
77779,0.43241312696133405
77796,0.43241312696133405
77814,0.43241312696133405
77831,0.43241312696133405
77848,0.43241312696133405
77865,0.43241312696133405
77882,0.43241312696133405
77899,0.43241312696133405
77917,0.43241312696133405
77934,0.43241312696133405
77951,0.43241312696133405
77968,0.43241312696133405
77985,0.43241312696133405
78003,0.43241312696133405
78020,0.43241312696133405
78037,0.43241312696133405
78054,0.43241312696133405
78071,0.43241312696133405
78088,0.43241312696133405
78105,0.43241312696133405
78122,0.43241312696133405
78139,0.43241312696133405
78156,0.43241312696133405
78173,0.43241312696133405
78190,0.43241312696133405
78207,0.43241312696133405
78224,0.43241312696133405
78241,0.43241312696133405
78258,0.43241312696133405
78275,0.43241312696133405
78292,0.43241312696133405
78309,0.43241312696133405
78326,0.43241312696133405
78343,0.43241312696133405
78360,0.43241312696133405
78377,0.43241312696133405
78394,0.43241312696133405
78411,0.43241312696133405
78428,0.43241312696133405
78446,0.43241312696133405
78463,0.43241312696133405
78480,0.43241312696133405
78497,0.43241312696133405
78514,0.43241312696133405
78532,0.43241312696133405
78549,0.43241312696133405
78566,0.43241312696133405
78583,0.43241312696133405
78600,0.43241312696133405
78617,0.43241312696133405
78634,0.43241312696133405
78651,0.43241312696133405
78668,0.43241312696133405
78685,0.43241312696133405
78702,0.43241312696133405
78719,0.43241312696133405
78736,0.43241312696133405
78753,0.43241312696133405
78770,0.43241312696133405
78787,0.43241312696133405
78804,0.43241312696133405
78821,0.43241312696133405
78838,0.43241312696133405
78855,0.43241312696133405
78872,0.43241312696133405
78889,0.43241312696133405
78906,0.43241312696133405
78923,0.43241312696133405
78940,0.43241312696133405
78957,0.43241312696133405
78975,0.43241312696133405
78992,0.43241312696133405
79009,0.43241312696133405
79026,0.43241312696133405
79043,0.43241312696133405
79061,0.43241312696133405
79078,0.43241312696133405
79095,0.43241312696133405
79112,0.43241312696133405
79129,0.43241312696133405
79146,0.43241312696133405
79163,0.43241312696133405
79180,0.43241312696133405
79197,0.43241312696133405
79214,0.43241312696133405
79231,0.43241312696133405
79248,0.43241312696133405
79265,0.43241312696133405
79282,0.43241312696133405
79299,0.43241312696133405
79316,0.43241312696133405
79333,0.43241312696133405
79350,0.43241312696133405
79367,0.43241312696133405
79384,0.43241312696133405
79401,0.43241312696133405
79418,0.43241312696133405
79435,0.43241312696133405
79452,0.43241312696133405
79469,0.43241312696133405
79486,0.43241312696133405
79538,0.43241312696133405
79555,0.43241312696133405
79572,0.43241312696133405
79590,0.43241312696133405
79624,0.43241312696133405
79641,0.43241312696133405
79658,0.43241312696133405
79675,0.43241312696133405
79692,0.43241312696133405
79709,0.43241312696133405
79727,0.43241312696133405
79744,0.43241312696133405
79762,0.43241312696133405
79779,0.43241312696133405
79796,0.43241312696133405
79814,0.43241312696133405
79832,0.43241312696133405
79849,0.43241312696133405
79866,0.43241312696133405
79884,0.43241312696133405
79901,0.43241312696133405
79919,0.43241312696133405
79936,0.43241312696133405
79954,0.43241312696133405
79971,0.43241312696133405
79988,0.43241312696133405
80006,0.43241312696133405
80058,0.43241312696133405
80076,0.43241312696133405
80093,0.43241312696133405
80111,0.43241312696133405
80128,0.43241312696133405
80146,0.43241312696133405
80163,0.43241312696133405
80181,0.43241312696133405
80198,0.43241312696133405
80216,0.43241312696133405
80234,0.43241312696133405
